# HOLES(7),# OF HOLES,# OF PUTTS,# OF SHOTS(5),%(11),%(4),%(7),AVG,AVG DTP(5),AVG(0),AVG(1),AVG(10),AVG(12),AVG(13),AVG(2),AVG(3),AVG(6),AVG(8),AVG(9),BIRDIE CONVERSION,FAIRWAYS HIT(11),GIR PUTTS,GREENS HIT,GREENS HIT(7),LOW TOTAL PUTTS,MEASURED ROUNDS(1),MEASURED ROUNDS(12),MEASURED ROUNDS(2),MEASURED ROUNDS(3),MEASURED ROUNDS(6),MEASURED ROUNDS(8),MEASURED ROUNDS(9),MISSED GIR(4),MOVEMENT,MOVEMENT(1),MOVEMENT(10),MOVEMENT(11),MOVEMENT(12),MOVEMENT(13),MOVEMENT(14),MOVEMENT(2),MOVEMENT(3),MOVEMENT(4),MOVEMENT(5),MOVEMENT(6),MOVEMENT(7),MOVEMENT(8),MOVEMENT(9),PAR OR BETTER(4),PLAYER,PLAYER_ID,POSSIBLE FAIRWAYS(11),RANK,RANK(0),RANK(1),RANK(10),RANK(11),RANK(12),RANK(13),RANK(2),RANK(3),RANK(4),RANK(5),RANK(6),RANK(7),RANK(8),RANK(9),RELATIVE/PAR(7),SCRAMBLING RANK(5),SG:APR(8),SG:ARG(8),SG:OTT(8),TOTAL ADJUSTMENT(0),TOTAL DISTANCE (FEET)(5),TOTAL DISTANCE(10),TOTAL DRIVES(10),TOTAL PUTTS,TOTAL ROUNDS,TOTAL ROUNDS(0),TOTAL ROUNDS(13),TOTAL SG:APP(6),TOTAL SG:ARG(3),TOTAL SG:OTT(9),TOTAL SG:P(12),TOTAL SG:PUTTING(1),TOTAL SG:PUTTING(2),TOTAL SG:T(12),TOTAL SG:T2G(12),TOTAL STROKES(0),TOTAL STROKES(13)
1170.0,1242.0,1964.0,415.0,64.51%,62.50%,65.13%,1.581,"7' 9""",70.743,0.55,300.0,0.473,70.18,0.55,0.0,-0.233,-0.078,0.155,31.49%,587.0,1394.0,797.0,762.0,23.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,408.0,13.0,-3.0,-1.0,1.0,1.0,16.0,16.0,-3.0,-1.0,3.0,-5.0,7.0,16.0,9.0,0.0,255.0,Harris English,34099,910.0,29.0,55.0,14.0,83.0,39.0,49.0,85.0,14.0,93.0,46.0,109.0,128.0,119.0,108.0,69.0,-0.3,46.0,-0.233,0.0,0.155,36.28,3231.5,38994.0,130.0,1964.0,69.0,65.0,65.0,-13.754,-0.006,9.158,32.473,32.473,32.473,27.884,-4.59,4562.0,4562.0
684.0,684.0,1083.0,240.0,63.72%,57.20%,62.43%,1.583,"7' 5""",71.374,-0.038,303.5,0.306,70.8,-0.038,0.058,0.087,0.344,0.199,34.66%,339.0,745.0,427.0,427.0,22.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,257.0,3.0,-3.0,-3.0,1.0,3.0,-3.0,-1.0,-3.0,2.0,-6.0,-2.0,-5.0,-5.0,-1.0,-1.0,147.0,Grayson Murray,34213,532.0,34.0,128.0,107.0,51.0,47.0,70.0,155.0,107.0,77.0,138.0,68.0,84.0,162.0,62.0,57.0,-0.32,138.0,0.087,0.058,0.199,23.341,1788.0,23064.0,76.0,1083.0,38.0,41.0,41.0,2.877,1.913,6.552,-1.268,-1.268,-1.268,10.085,11.354,2903.0,2903.0
936.0,936.0,1537.0,310.0,52.37%,61.79%,67.84%,1.642,"7' 9""",70.979,-0.18,309.4,0.181,70.15,-0.18,0.132,-0.017,0.361,0.246,29.81%,375.0,1141.0,635.0,635.0,25.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,301.0,-1.0,-11.0,2.0,-3.0,-4.0,-12.0,-9.0,-11.0,0.0,-8.0,-5.0,-7.0,-3.0,-2.0,0.0,186.0,Joseph Bramlett,34255,716.0,158.0,84.0,130.0,21.0,168.0,83.0,84.0,130.0,61.0,56.0,109.0,107.0,46.0,61.0,50.0,-0.26,56.0,-0.017,0.132,0.246,45.827,2399.25,32174.0,104.0,1537.0,52.0,55.0,55.0,-0.814,6.451,12.075,-8.822,-8.822,-8.822,8.891,17.712,3858.0,3858.0
1026.0,1026.0,1623.0,374.0,65.66%,63.98%,66.18%,1.582,"7' 4""",71.234,0.355,281.6,0.061,70.2,0.355,0.239,0.035,-0.295,-0.568,29.31%,524.0,1190.0,679.0,679.0,23.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,347.0,1.0,-6.0,-4.0,-4.0,-7.0,-7.0,0.0,-6.0,7.0,-4.0,2.0,4.0,0.0,-2.0,-5.0,222.0,Andrew Putnam,34256,798.0,33.0,109.0,31.0,174.0,27.0,99.0,90.0,31.0,35.0,30.0,56.0,94.0,90.0,136.0,169.0,-0.27,30.0,0.035,0.239,-0.568,63.278,2737.25,32099.0,114.0,1623.0,57.0,61.0,61.0,1.939,13.363,-31.808,19.904,19.904,19.904,3.41,-16.495,4282.0,4282.0
648.0,684.0,1081.0,239.0,66.19%,64.80%,61.42%,1.58,"8' 1""",71.244,0.605,275.7,-0.427,70.35,0.605,-0.266,-0.201,-1.032,-0.565,27.43%,327.0,727.0,412.0,398.0,25.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,250.0,-4.0,-4.0,-2.0,-4.0,-12.0,-10.0,-9.0,-4.0,-1.0,-1.0,1.0,-4.0,-5.0,0.0,-4.0,162.0,Alexander Björk,34310,494.0,27.0,113.0,8.0,177.0,23.0,144.0,109.0,8.0,154.0,21.0,142.0,127.0,168.0,167.0,168.0,-0.26,21.0,-0.201,-0.266,-0.565,35.769,1922.833,19853.0,72.0,1081.0,38.0,40.0,40.0,-7.051,-9.323,-19.76,21.192,21.192,21.192,-14.942,-36.135,2814.0,2814.0
702.0,702.0,1127.0,210.0,53.26%,57.81%,63.53%,1.605,"7' 9""",72.282,-0.174,302.1,-1.717,71.09,-0.174,-0.032,-0.412,-1.543,-1.099,27.80%,286.0,804.0,446.0,446.0,23.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,256.0,1.0,2.0,0.0,-1.0,-2.0,-7.0,-4.0,2.0,-9.0,-20.0,-15.0,-22.0,-9.0,-5.0,-3.0,148.0,Erik Barnes,34374,537.0,87.0,170.0,127.0,65.0,164.0,173.0,165.0,127.0,104.0,126.0,109.0,160.0,148.0,175.0,177.0,-0.24,126.0,-0.412,-0.032,-1.099,51.107,1635.917,23260.0,77.0,1127.0,39.0,43.0,43.0,-14.003,-1.08,-37.37,-5.914,-5.914,-5.914,-58.364,-52.451,3057.0,3057.0
1026.0,1026.0,1624.0,358.0,52.03%,59.20%,60.82%,1.583,"7' 11""",71.503,0.47,295.8,-0.373,71.02,0.47,0.018,-0.302,-0.842,-0.559,30.34%,411.0,1093.0,624.0,624.0,24.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,402.0,3.0,0.0,-5.0,-2.0,-2.0,0.0,-4.0,0.0,0.0,-2.0,-6.0,1.0,-2.0,-1.0,4.0,238.0,Peter Malnati,34466,790.0,34.0,141.0,20.0,121.0,169.0,141.0,162.0,20.0,89.0,104.0,129.0,135.0,173.0,163.0,164.0,-0.28,104.0,-0.302,0.018,-0.559,29.174,2837.75,33717.0,114.0,1624.0,57.0,60.0,60.0,-16.004,0.968,-29.621,24.891,24.891,24.891,-19.752,-44.643,4261.0,4261.0
792.0,792.0,1276.0,267.0,57.07%,60.52%,65.78%,1.611,"7' 8""",70.855,0.334,301.4,0.265,69.98,0.334,-0.051,-0.091,-0.069,0.073,30.33%,347.0,925.0,521.0,521.0,24.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,271.0,-1.0,3.0,3.0,0.0,2.0,1.0,-8.0,3.0,-6.0,-8.0,7.0,-3.0,1.0,0.0,-3.0,164.0,Chesson Hadley,34563,608.0,106.0,76.0,35.0,72.0,137.0,77.0,61.0,35.0,111.0,82.0,97.0,117.0,102.0,105.0,86.0,-0.29,82.0,-0.091,-0.051,0.073,42.036,2036.583,26521.0,88.0,1276.0,44.0,48.0,48.0,-3.909,-2.182,3.133,14.354,14.354,14.354,11.397,-2.958,3359.0,3359.0
1008.0,1008.0,1621.0,284.0,64.12%,65.06%,69.05%,1.608,"6' 11""",70.535,-0.4,298.2,0.547,69.38,-0.4,0.259,0.443,0.947,0.245,33.19%,495.0,1224.0,696.0,696.0,23.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,312.0,1.0,1.0,13.0,7.0,18.0,3.0,3.0,1.0,10.0,15.0,10.0,9.0,3.0,4.0,3.0,203.0,Chan Kim,34587,772.0,96.0,38.0,155.0,99.0,42.0,42.0,12.0,155.0,28.0,16.0,20.0,20.0,22.0,14.0,51.0,-0.3,16.0,0.443,0.259,0.245,69.077,1959.25,33403.0,112.0,1621.0,56.0,60.0,60.0,20.802,12.168,11.509,-18.796,-18.796,-18.796,25.699,44.494,4163.0,4163.0
792.0,792.0,1317.0,222.0,59.54%,54.35%,70.96%,1.663,"7' 10""",71.234,-0.169,305.0,-0.195,70.04,-0.169,-0.303,0.115,-0.027,0.161,30.29%,362.0,1006.0,562.0,562.0,26.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,230.0,-1.0,20.0,-7.0,8.0,19.0,26.0,17.0,20.0,1.0,5.0,12.0,1.0,1.0,17.0,14.0,125.0,Lanto Griffin,35310,608.0,173.0,109.0,124.0,45.0,108.0,126.0,71.0,124.0,157.0,166.0,120.0,80.0,7.0,101.0,65.0,-0.27,166.0,0.115,-0.303,0.161,57.233,1739.417,26842.0,88.0,1317.0,44.0,48.0,48.0,4.503,-11.809,6.27,-6.576,-6.576,-6.576,-7.611,-1.035,3362.0,3362.0
882.0,954.0,1492.0,299.0,58.84%,63.16%,63.38%,1.564,"7' 1""",70.604,0.309,299.7,0.739,69.81,0.309,0.242,0.059,0.43,0.129,33.72%,406.0,1053.0,602.0,559.0,22.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,323.0,-4.0,-5.0,-6.0,3.0,0.0,-7.0,-2.0,-5.0,1.0,-1.0,-1.0,-2.0,-7.0,-5.0,-2.0,204.0,Patrick Cantlay,35450,690.0,15.0,45.0,42.0,87.0,114.0,31.0,48.0,42.0,33.0,39.0,31.0,89.0,151.0,56.0,75.0,-0.34,39.0,0.059,0.242,0.129,42.009,2109.833,29368.0,98.0,1492.0,53.0,53.0,53.0,2.549,10.403,5.528,13.282,13.282,13.282,31.776,18.495,3700.0,3700.0
1026.0,1026.0,1633.0,364.0,55.18%,62.21%,66.47%,1.592,"7' 4""",70.691,0.51,298.1,0.392,69.8,0.51,0.347,-0.42,-0.118,-0.044,31.81%,437.0,1194.0,682.0,682.0,19.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,344.0,3.0,1.0,-7.0,0.0,-2.0,-7.0,-2.0,1.0,1.0,-4.0,2.0,-2.0,-9.0,1.0,-4.0,214.0,Beau Hossler,35461,792.0,52.0,54.0,17.0,101.0,150.0,60.0,46.0,17.0,17.0,51.0,56.0,162.0,78.0,112.0,110.0,-0.3,51.0,-0.42,0.347,-0.044,54.161,2662.833,33978.0,114.0,1633.0,57.0,61.0,61.0,-23.11,19.071,-2.43,28.051,28.051,28.051,21.583,-6.468,4258.0,4258.0
1134.0,1206.0,1871.0,444.0,57.00%,65.05%,61.90%,1.551,"7' 3""",70.832,0.605,297.6,0.386,70.02,0.605,0.319,-0.316,-0.218,-0.221,33.38%,497.0,1279.0,742.0,702.0,21.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,432.0,2.0,5.0,0.0,-14.0,2.0,6.0,12.0,5.0,2.0,-1.0,-7.0,9.0,2.0,-9.0,-15.0,281.0,Mackenzie Hughes,35506,872.0,6.0,69.0,8.0,107.0,138.0,61.0,69.0,8.0,19.0,17.0,47.0,137.0,167.0,128.0,139.0,-0.33,17.0,-0.316,0.319,-0.221,51.386,3222.917,37501.0,126.0,1871.0,67.0,63.0,63.0,-19.282,19.442,-13.489,36.883,36.883,36.883,23.569,-13.314,4411.0,4411.0
1242.0,1314.0,2089.0,399.0,62.34%,60.45%,68.04%,1.59,"7' 4""",70.371,0.156,293.4,0.812,69.4,0.156,-0.263,0.911,0.655,0.007,35.17%,601.0,1530.0,887.0,845.0,22.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,397.0,-14.0,-3.0,-2.0,-4.0,-2.0,-6.0,-5.0,-3.0,3.0,-11.0,15.0,0.0,-8.0,1.0,-7.0,240.0,Tom Hoge,35532,964.0,48.0,26.0,65.0,135.0,64.0,25.0,15.0,65.0,151.0,84.0,56.0,2.0,42.0,28.0,99.0,-0.34,84.0,0.911,-0.263,0.007,71.116,2932.0,40486.0,138.0,2089.0,73.0,73.0,73.0,61.007,-17.589,0.456,10.484,10.484,10.484,54.373,43.89,5066.0,5066.0
810.0,810.0,1342.0,252.0,61.38%,56.06%,67.41%,1.657,"7' 9""",72.062,-0.712,288.3,-0.735,71.1,-0.712,0.071,0.219,-0.023,-0.313,27.26%,383.0,985.0,546.0,546.0,24.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,264.0,-1.0,-2.0,0.0,7.0,5.0,0.0,1.0,-2.0,6.0,1.0,23.0,20.0,12.0,21.0,0.0,148.0,David Lipsky,36326,624.0,167.0,167.0,174.0,163.0,77.0,159.0,166.0,174.0,74.0,155.0,109.0,62.0,54.0,100.0,149.0,-0.24,155.0,0.219,0.071,-0.313,45.999,1950.083,25945.0,90.0,1342.0,45.0,48.0,48.0,9.179,2.976,-13.127,-29.918,-29.918,-29.918,-30.873,-0.957,3413.0,3413.0
1116.0,1116.0,1806.0,384.0,57.08%,58.57%,68.64%,1.618,"7' 6""",71.084,0.039,305.4,0.078,70.19,0.039,0.105,-0.316,0.039,0.251,31.24%,492.0,1344.0,766.0,766.0,24.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,350.0,-2.0,-1.0,0.0,-2.0,0.0,-7.0,-3.0,-1.0,1.0,2.0,-5.0,3.0,-5.0,1.0,-1.0,205.0,Patrick Rodgers,36699,862.0,121.0,95.0,89.0,40.0,136.0,94.0,88.0,89.0,67.0,109.0,76.0,137.0,32.0,93.0,49.0,-0.29,109.0,-0.316,0.105,0.251,55.199,2892.167,37873.0,124.0,1806.0,62.0,62.0,62.0,-18.953,6.279,15.032,2.319,2.319,2.319,4.677,2.357,4352.0,4352.0
1026.0,1062.0,1698.0,368.0,59.24%,60.91%,65.59%,1.599,"7' 0""",70.687,-0.132,308.8,0.509,69.98,-0.132,0.247,0.042,0.641,0.352,32.90%,468.0,1207.0,690.0,673.0,25.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,353.0,-7.0,3.0,-3.0,-2.0,0.0,-7.0,-2.0,3.0,0.0,-1.0,1.0,0.0,-6.0,0.0,-2.0,215.0,Stephan Jaeger,36799,790.0,70.0,53.0,118.0,25.0,111.0,46.0,61.0,118.0,31.0,76.0,24.0,93.0,107.0,34.0,32.0,-0.3,76.0,0.042,0.247,0.352,42.898,2588.667,35200.0,114.0,1698.0,59.0,61.0,61.0,2.229,13.067,18.665,-6.972,-6.972,-6.972,26.988,33.961,4269.0,4269.0
1242.0,1242.0,1976.0,411.0,67.57%,61.10%,66.26%,1.591,"7' 8""",70.54,0.166,293.3,0.459,69.7,0.166,0.034,0.253,0.293,0.005,31.87%,646.0,1437.0,823.0,823.0,23.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,419.0,2.0,-16.0,-4.0,0.0,-7.0,-6.0,-6.0,-16.0,2.0,-3.0,-16.0,-3.0,-5.0,1.0,-4.0,256.0,Mark Hubbard,36801,956.0,50.0,39.0,63.0,138.0,17.0,52.0,32.0,63.0,84.0,70.0,97.0,58.0,84.0,65.0,100.0,-0.31,70.0,0.253,0.034,0.005,61.452,3154.5,40474.0,138.0,1976.0,69.0,73.0,73.0,15.963,2.147,0.346,10.447,10.447,10.447,28.918,18.472,5088.0,5088.0
900.0,900.0,1493.0,265.0,60.37%,57.80%,68.67%,1.659,"8' 11""",71.509,-0.151,296.5,-0.49,70.43,-0.151,-0.178,-0.11,-0.339,-0.051,25.61%,419.0,1117.0,618.0,618.0,24.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,282.0,-1.0,25.0,7.0,-15.0,14.0,31.0,11.0,25.0,-8.0,3.0,-3.0,21.0,14.0,8.0,-10.0,163.0,Matt NeSmith,36871,694.0,169.0,144.0,122.0,118.0,98.0,148.0,118.0,122.0,138.0,127.0,171.0,118.0,31.0,141.0,111.0,-0.24,127.0,-0.11,-0.178,-0.051,58.509,2363.417,29350.0,99.0,1493.0,50.0,54.0,54.0,-4.934,-8.029,-2.301,-6.8,-6.8,-6.8,-22.05,-15.25,3803.0,3803.0
990.0,990.0,1612.0,303.0,71.04%,57.36%,67.07%,1.628,"8' 1""",71.405,0.015,287.8,-0.468,70.51,0.015,-0.356,-0.051,-0.483,-0.076,28.21%,542.0,1176.0,664.0,664.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,326.0,4.0,-2.0,-1.0,1.0,4.0,7.0,13.0,-2.0,4.0,-23.0,-10.0,-1.0,26.0,2.0,0.0,187.0,Ben Kohles,36884,763.0,138.0,131.0,96.0,165.0,4.0,147.0,131.0,96.0,161.0,137.0,142.0,111.0,57.0,149.0,115.0,-0.25,137.0,-0.051,-0.356,-0.076,52.876,2438.25,31658.0,110.0,1612.0,55.0,59.0,59.0,-2.432,-17.11,-3.653,0.722,0.722,0.722,-22.473,-23.197,4160.0,4160.0
612.0,612.0,1012.0,185.0,55.53%,50.22%,62.58%,1.654,"9' 6""",72.973,-0.222,310.0,-1.927,71.76,-0.222,-0.932,-0.911,-1.706,0.137,29.50%,261.0,700.0,383.0,383.0,25.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,229.0,-1.0,-3.0,0.0,8.0,-2.0,-1.0,-3.0,-3.0,-2.0,-2.0,-2.0,-3.0,2.0,-2.0,15.0,115.0,Paul Barjon,37212,470.0,166.0,175.0,134.0,14.0,147.0,176.0,172.0,134.0,177.0,176.0,177.0,176.0,160.0,176.0,74.0,-0.26,176.0,-0.911,-0.932,0.137,45.978,1750.5,21083.0,68.0,1012.0,34.0,38.0,38.0,-26.42,-27.018,3.967,-6.428,-6.428,-6.428,-55.897,-49.471,2727.0,2727.0
918.0,918.0,1474.0,290.0,63.74%,55.92%,66.88%,1.606,"7' 10""",71.32,0.104,291.0,-0.071,70.2,0.104,-0.154,0.336,-0.175,-0.358,35.02%,450.0,1059.0,614.0,614.0,24.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,304.0,-2.0,12.0,6.0,-3.0,12.0,12.0,7.0,12.0,1.0,-4.0,-6.0,1.0,36.0,5.0,1.0,170.0,Sam Ryder,37275,706.0,92.0,118.0,75.0,153.0,46.0,113.0,90.0,75.0,135.0,156.0,120.0,40.0,63.0,120.0,154.0,-0.32,156.0,0.336,-0.154,-0.358,61.585,2259.833,29680.0,102.0,1474.0,51.0,55.0,55.0,15.139,-6.923,-16.098,4.666,4.666,4.666,-3.201,-7.867,3861.0,3861.0
900.0,936.0,1511.0,310.0,60.52%,55.03%,64.67%,1.614,"7' 8""",70.6,-0.028,314.4,0.49,70.11,-0.028,0.149,-0.326,0.518,0.695,31.09%,420.0,1051.0,597.0,582.0,26.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,318.0,11.0,-20.0,-1.0,-14.0,-15.0,-8.0,-9.0,-20.0,3.0,-7.0,-3.0,-17.0,-7.0,-13.0,-1.0,175.0,Min Woo Lee,37378,694.0,108.0,44.0,105.0,4.0,91.0,48.0,77.0,105.0,54.0,160.0,97.0,141.0,127.0,43.0,7.0,-0.31,160.0,-0.326,0.149,0.695,26.405,2386.583,31437.0,100.0,1511.0,52.0,54.0,54.0,-14.662,6.696,31.26,-1.279,-1.279,-1.279,22.03,23.31,3786.0,3786.0
1242.0,1314.0,2087.0,444.0,68.19%,65.39%,66.26%,1.588,"6' 8""",70.277,-0.355,293.4,0.84,69.53,-0.355,0.247,0.548,1.195,0.4,31.51%,656.0,1513.0,863.0,823.0,24.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,419.0,7.0,-1.0,2.0,0.0,5.0,4.0,-1.0,-1.0,2.0,0.0,-3.0,2.0,3.0,2.0,-4.0,274.0,Si Woo Kim,37455,962.0,42.0,20.0,150.0,135.0,13.0,21.0,21.0,150.0,31.0,13.0,8.0,13.0,84.0,9.0,24.0,-0.3,13.0,0.548,0.247,0.4,54.24,2958.083,40489.0,138.0,2087.0,73.0,73.0,73.0,35.091,15.779,25.601,-22.741,-22.741,-22.741,53.744,76.485,5076.0,5076.0
846.0,846.0,1383.0,285.0,50.77%,52.03%,65.01%,1.635,"7' 8""",71.582,-0.38,312.2,-0.61,70.68,-0.38,-0.264,-0.564,-0.23,0.597,33.46%,329.0,972.0,550.0,550.0,23.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,296.0,-1.0,0.0,-1.0,-3.0,-1.0,-4.0,-8.0,0.0,-1.0,-2.0,7.0,-2.0,-11.0,-11.0,-1.0,154.0,Alejandro Tosti,38991,648.0,151.0,148.0,152.0,9.0,172.0,155.0,149.0,152.0,153.0,174.0,97.0,169.0,123.0,131.0,13.0,-0.3,174.0,-0.564,-0.264,0.597,45.121,2194.0,29348.0,94.0,1383.0,47.0,50.0,50.0,-24.795,-11.595,26.251,-16.719,-16.719,-16.719,-26.856,-10.137,3534.0,3534.0
882.0,882.0,1434.0,278.0,57.52%,58.30%,67.91%,1.626,"6' 9""",71.351,-0.121,297.4,-0.058,70.43,-0.121,-0.043,0.356,0.063,-0.251,30.88%,390.0,1064.0,599.0,599.0,24.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,283.0,-1.0,7.0,15.0,1.0,8.0,5.0,-3.0,7.0,2.0,-6.0,14.0,13.0,-3.0,4.0,-9.0,165.0,J.J. Spaun,39324,678.0,134.0,124.0,116.0,108.0,126.0,111.0,118.0,116.0,106.0,115.0,11.0,35.0,43.0,92.0,142.0,-0.28,115.0,0.356,-0.043,-0.251,45.184,1884.5,29149.0,98.0,1434.0,49.0,49.0,49.0,16.752,-2.004,-11.811,-5.664,-5.664,-5.664,-2.713,2.95,3451.0,3451.0
1080.0,1080.0,1725.0,335.0,63.98%,67.86%,68.89%,1.597,"7' 7""",70.483,0.536,291.8,0.836,69.41,0.536,0.138,0.081,0.3,0.081,29.11%,531.0,1306.0,744.0,744.0,23.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,336.0,0.0,-1.0,7.0,2.0,3.0,-5.0,-6.0,-1.0,7.0,0.0,-2.0,-12.0,-4.0,5.0,10.0,228.0,Ben Silverman,39327,830.0,63.0,34.0,15.0,147.0,45.0,22.0,16.0,15.0,58.0,7.0,83.0,86.0,27.0,64.0,84.0,-0.27,7.0,0.081,0.138,0.081,67.423,2531.917,35015.0,120.0,1725.0,60.0,63.0,63.0,4.274,7.291,4.31,28.412,28.412,28.412,44.288,15.875,4373.0,4373.0
1026.0,1026.0,1684.0,308.0,59.67%,59.73%,70.96%,1.641,"7' 2""",70.086,-0.445,310.0,0.96,69.08,-0.445,-0.123,0.737,1.404,0.79,33.24%,469.0,1289.0,728.0,728.0,23.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,298.0,-1.0,-8.0,-2.0,0.0,-5.0,-1.0,-1.0,-8.0,-7.0,-4.0,-10.0,0.0,-1.0,0.0,-1.0,178.0,Keith Mitchell,39546,786.0,157.0,10.0,159.0,14.0,106.0,18.0,4.0,159.0,126.0,94.0,40.0,6.0,7.0,5.0,5.0,-0.31,94.0,0.737,-0.123,0.79,61.22,2207.583,35338.0,114.0,1684.0,57.0,61.0,61.0,40.54,-6.786,43.466,-24.46,-24.46,-24.46,52.775,77.235,4214.0,4214.0
1134.0,1206.0,1892.0,390.0,64.09%,63.32%,64.90%,1.569,"6' 4""",70.558,0.095,295.8,0.814,69.72,0.095,0.286,0.075,0.719,0.358,34.45%,564.0,1349.0,776.0,736.0,22.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,398.0,4.0,5.0,-2.0,2.0,8.0,11.0,12.0,5.0,12.0,11.0,3.0,8.0,3.0,9.0,-5.0,252.0,Sungjae Im,39971,880.0,18.0,41.0,78.0,121.0,43.0,24.0,37.0,78.0,23.0,33.0,1.0,87.0,124.0,22.0,30.0,-0.32,33.0,0.075,0.286,0.358,56.366,2483.833,37272.0,126.0,1892.0,67.0,67.0,67.0,4.425,16.858,21.113,5.613,5.613,5.613,48.023,42.41,4671.0,4671.0
972.0,972.0,1556.0,255.0,54.16%,57.48%,69.03%,1.601,"7' 5""",70.782,0.107,301.5,0.025,69.76,0.107,0.066,0.168,-0.082,-0.316,32.63%,404.0,1163.0,671.0,671.0,24.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,301.0,1.0,1.0,4.0,-1.0,-2.0,-6.0,-4.0,1.0,2.0,-1.0,3.0,-6.0,7.0,0.0,1.0,173.0,Michael Kim,39975,746.0,75.0,59.0,74.0,70.0,160.0,103.0,43.0,74.0,75.0,135.0,68.0,70.0,23.0,109.0,150.0,-0.3,135.0,0.168,0.066,-0.316,59.332,1896.083,32265.0,107.0,1556.0,54.0,58.0,58.0,7.551,2.958,-14.213,4.817,4.817,4.817,1.115,-3.703,4046.0,4046.0
