# HOLES(7),# OF HOLES,# OF PUTTS,# OF SHOTS(5),%(11),%(4),%(7),AVG,AVG DTP(5),AVG(0),AVG(1),AVG(10),AVG(12),AVG(13),AVG(2),AVG(3),AVG(6),AVG(8),AVG(9),BIRDIE CONVERSION,FAIRWAYS HIT(11),GIR PUTTS,GREENS HIT,GREENS HIT(7),LOW TOTAL PUTTS,MEASURED ROUNDS(1),MEASURED ROUNDS(12),MEASURED ROUNDS(2),MEASURED ROUNDS(3),MEASURED ROUNDS(6),MEASURED ROUNDS(8),MEASURED ROUNDS(9),MISSED GIR(4),MOVEMENT,MOVEMENT(1),MOVEMENT(10),MOVEMENT(11),MOVEMENT(12),MOVEMENT(13),MOVEMENT(14),MOVEMENT(2),MOVEMENT(3),MOVEMENT(4),MOVEMENT(5),MOVEMENT(6),MOVEMENT(7),MOVEMENT(8),MOVEMENT(9),PAR OR BETTER(4),PLAYER,PLAYER_ID,POSSIBLE FAIRWAYS(11),RANK,RANK(0),RANK(1),RANK(10),RANK(11),RANK(12),RANK(13),RANK(2),RANK(3),RANK(4),RANK(5),RANK(6),RANK(7),RANK(8),RANK(9),RELATIVE/PAR(7),SCRAMBLING RANK(5),SG:APR(8),SG:ARG(8),SG:OTT(8),TOTAL ADJUSTMENT(0),TOTAL DISTANCE (FEET)(5),TOTAL DISTANCE(10),TOTAL DRIVES(10),TOTAL PUTTS,TOTAL ROUNDS,TOTAL ROUNDS(0),TOTAL ROUNDS(13),TOTAL SG:APP(6),TOTAL SG:ARG(3),TOTAL SG:OTT(9),TOTAL SG:P(12),TOTAL SG:PUTTING(1),TOTAL SG:PUTTING(2),TOTAL SG:T(12),TOTAL SG:T2G(12),TOTAL STROKES(0),TOTAL STROKES(13)
612.0,612.0,1005.0,206.0,55.39%,56.25%,66.01%,1.642,"9' 3""",71.702,0.314,319.9,-0.429,70.68,0.314,-0.58,-1.046,-0.743,0.883,29.03%,257.0,726.0,404.0,404.0,26.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,208.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,Cameron Champ,52372,464.0,158.0,155.0,41.0,1.0,148.0,145.0,149.0,41.0,175.0,150.0,174.0,177.0,95.0,161.0,3.0,-0.28,150.0,-1.046,-0.58,0.883,37.983,1903.0,21756.0,68.0,1005.0,34.0,37.0,37.0,-32.411,-17.99,27.36,9.73,9.73,9.73,-13.307,-23.039,2615.0,2615.0
954.0,954.0,1548.0,267.0,62.09%,56.97%,66.14%,1.623,"7' 8""",71.409,-0.016,295.4,-0.28,70.45,-0.016,0.129,-0.031,-0.263,-0.362,31.64%,457.0,1115.0,631.0,631.0,24.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,323.0,1.0,21.0,-3.0,-8.0,17.0,19.0,9.0,21.0,4.0,16.0,17.0,16.0,-7.0,8.0,-7.0,184.0,Brandon Wu,52374,736.0,130.0,133.0,103.0,124.0,69.0,133.0,122.0,103.0,62.0,141.0,97.0,109.0,92.0,133.0,155.0,-0.29,141.0,-0.031,0.129,-0.362,53.908,2047.583,31022.0,105.0,1548.0,53.0,56.0,56.0,-1.354,5.676,-15.911,-0.713,-0.713,-0.713,-12.301,-11.59,3945.0,3945.0
954.0,954.0,1556.0,283.0,68.77%,63.23%,69.50%,1.631,"7' 6""",70.492,-0.174,291.1,0.727,69.64,-0.174,-0.01,0.585,0.902,0.327,28.74%,502.0,1180.0,663.0,663.0,24.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,291.0,0.0,-8.0,-2.0,-2.0,-3.0,1.0,0.0,-8.0,-1.0,-1.0,-5.0,3.0,1.0,-2.0,-1.0,184.0,Doug Ghim,52375,730.0,143.0,35.0,127.0,151.0,12.0,33.0,26.0,127.0,97.0,37.0,76.0,9.0,16.0,17.0,41.0,-0.27,37.0,0.585,-0.01,0.327,47.571,2124.667,30860.0,106.0,1556.0,53.0,56.0,56.0,28.062,-0.492,15.7,-8.369,-8.369,-8.369,34.917,43.284,3900.0,3900.0
918.0,990.0,1629.0,260.0,53.68%,56.19%,65.69%,1.645,"9' 0""",71.331,-0.302,309.9,-0.156,71.08,-0.302,-0.368,0.354,0.146,0.159,29.19%,379.0,1158.0,644.0,603.0,25.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,315.0,-2.0,-11.0,1.0,-5.0,4.0,3.0,18.0,-11.0,-7.0,2.0,-2.0,27.0,21.0,14.0,6.0,177.0,Nicolai Højgaard,52453,706.0,162.0,120.0,145.0,17.0,162.0,123.0,164.0,145.0,164.0,152.0,172.0,36.0,105.0,85.0,67.0,-0.27,152.0,0.354,-0.368,0.159,12.896,2339.083,31610.0,102.0,1629.0,55.0,51.0,51.0,15.241,-15.819,6.84,-12.983,-12.983,-12.983,-6.72,6.263,3625.0,3625.0
936.0,936.0,1513.0,287.0,68.94%,58.14%,67.84%,1.616,"7' 9""",70.802,0.127,294.9,0.332,69.75,0.127,-0.268,0.169,0.206,0.305,31.55%,495.0,1117.0,635.0,635.0,24.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,301.0,1.0,-4.0,2.0,0.0,-16.0,-11.0,-17.0,-4.0,-12.0,-8.0,5.0,-2.0,-6.0,-9.0,-4.0,175.0,Carson Young,52513,718.0,113.0,64.0,71.0,127.0,11.0,65.0,40.0,71.0,155.0,117.0,109.0,69.0,46.0,74.0,43.0,-0.29,117.0,0.169,-0.268,0.305,58.902,2214.167,30673.0,104.0,1513.0,52.0,56.0,56.0,8.265,-13.113,14.926,6.2,6.2,6.2,16.279,10.077,3906.0,3906.0
666.0,666.0,1047.0,191.0,60.20%,58.33%,63.96%,1.572,"7' 7""",71.348,0.122,300.4,-0.213,70.1,0.122,-0.105,-0.368,-0.335,0.139,35.38%,307.0,737.0,426.0,426.0,23.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,240.0,-1.0,-8.0,7.0,4.0,-3.0,-4.0,-6.0,-8.0,9.0,4.0,31.0,-2.0,-10.0,0.0,-1.0,140.0,Trace Crowe,52514,510.0,19.0,122.0,72.0,78.0,102.0,127.0,76.0,72.0,123.0,112.0,83.0,146.0,140.0,140.0,73.0,-0.33,112.0,-0.368,-0.105,0.139,49.938,1448.917,21930.0,73.0,1047.0,37.0,40.0,40.0,-11.047,-3.163,4.157,3.672,3.672,3.672,-6.38,-10.053,2804.0,2804.0
828.0,864.0,1390.0,268.0,63.25%,57.51%,67.03%,1.609,"7' 11""",71.094,-0.007,298.7,0.15,70.2,-0.007,-0.136,0.13,0.157,0.163,31.98%,401.0,996.0,568.0,555.0,24.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,273.0,15.0,-21.0,-1.0,0.0,-1.0,0.0,0.0,-21.0,11.0,-8.0,3.0,-1.0,-5.0,3.0,-6.0,157.0,Sami Valimaki,52666,634.0,99.0,96.0,100.0,94.0,54.0,87.0,90.0,100.0,131.0,134.0,129.0,77.0,59.0,84.0,64.0,-0.3,134.0,0.13,-0.136,0.163,43.612,2112.917,27482.0,92.0,1390.0,48.0,49.0,49.0,5.872,-6.141,7.341,-0.337,-0.337,-0.337,6.748,7.084,3440.0,3440.0
1026.0,1062.0,1699.0,300.0,63.03%,65.29%,69.40%,1.6,"7' 8""",69.838,0.164,308.2,1.312,69.28,0.164,0.023,0.601,1.148,0.523,33.06%,503.0,1282.0,733.0,712.0,23.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,314.0,-16.0,9.0,-3.0,0.0,2.0,4.0,1.0,9.0,-1.0,0.0,7.0,1.0,5.0,1.0,0.0,205.0,Ludvig Åberg,52955,798.0,72.0,6.0,64.0,27.0,57.0,6.0,8.0,64.0,88.0,14.0,97.0,8.0,17.0,11.0,14.0,-0.32,14.0,0.601,0.023,0.523,31.748,2293.5,35135.0,114.0,1699.0,59.0,57.0,57.0,30.648,1.192,26.686,8.37,8.37,8.37,66.91,58.541,3949.0,3949.0
918.0,918.0,1474.0,273.0,54.82%,57.99%,65.25%,1.606,"8' 5""",71.664,0.194,308.2,-0.569,70.48,0.194,-0.156,-0.41,-0.763,-0.198,30.76%,387.0,1052.0,599.0,599.0,23.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,319.0,-2.0,1.0,3.0,4.0,0.0,-8.0,-6.0,1.0,-10.0,5.0,-2.0,-5.0,-3.0,-6.0,2.0,185.0,Garrick Higgo,54421,706.0,92.0,153.0,55.0,27.0,152.0,152.0,126.0,55.0,136.0,119.0,157.0,159.0,117.0,162.0,134.0,-0.3,119.0,-0.41,-0.156,-0.198,63.834,2291.75,31436.0,102.0,1474.0,51.0,54.0,54.0,-18.027,-6.857,-8.709,8.535,8.535,8.535,-25.057,-33.593,3806.0,3806.0
684.0,684.0,1135.0,183.0,60.65%,65.02%,70.32%,1.659,"8' 8""",71.386,-0.001,307.9,-0.001,70.12,-0.001,-0.374,-0.328,0.0,0.702,28.13%,319.0,870.0,481.0,481.0,24.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,203.0,-1.0,38.0,3.0,-3.0,28.0,33.0,13.0,38.0,-2.0,13.0,-2.0,-8.0,2.0,6.0,5.0,132.0,Patrick Fishburn,54576,526.0,169.0,129.0,99.0,30.0,89.0,106.0,79.0,99.0,165.0,19.0,165.0,142.0,10.0,98.0,6.0,-0.25,19.0,-0.328,-0.374,0.702,51.838,1588.167,23398.0,76.0,1135.0,38.0,41.0,41.0,-9.519,-10.853,20.36,-0.025,-0.025,-0.025,-0.035,-0.011,2875.0,2875.0
1332.0,1368.0,2172.0,402.0,56.15%,65.50%,67.79%,1.588,"7' 2""",70.327,0.322,295.2,0.648,69.17,0.322,0.209,0.243,0.327,-0.125,31.14%,575.0,1618.0,926.0,903.0,23.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,429.0,-9.0,-10.0,-3.0,-1.0,-1.0,0.0,-1.0,-10.0,1.0,0.0,0.0,7.0,3.0,8.0,7.0,281.0,Ben Griffin,54591,1024.0,42.0,23.0,38.0,126.0,143.0,38.0,6.0,38.0,42.0,11.0,40.0,60.0,48.0,63.0,120.0,-0.31,11.0,0.243,0.209,-0.125,90.534,2870.417,43692.0,148.0,2172.0,76.0,78.0,78.0,15.548,13.346,-7.993,20.584,20.584,20.584,41.486,20.902,5395.0,5395.0
1206.0,1206.0,1941.0,409.0,64.99%,61.81%,65.26%,1.609,"8' 2""",71.439,-0.101,294.4,-0.146,70.56,-0.101,-0.153,0.322,-0.045,-0.215,27.70%,607.0,1407.0,787.0,787.0,23.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,419.0,1.0,3.0,2.0,-2.0,0.0,8.0,9.0,3.0,3.0,16.0,1.0,-9.0,9.0,7.0,0.0,259.0,Lee Hodges,54628,934.0,99.0,136.0,115.0,129.0,33.0,122.0,135.0,115.0,134.0,54.0,148.0,45.0,115.0,103.0,137.0,-0.26,54.0,0.322,-0.153,-0.215,61.729,3326.25,39450.0,134.0,1941.0,67.0,70.0,70.0,20.303,-9.634,-13.531,-6.366,-6.366,-6.366,-9.214,-2.847,4939.0,4939.0
972.0,972.0,1550.0,325.0,58.74%,60.94%,67.08%,1.595,"7' 0""",70.899,0.18,293.1,0.448,69.91,0.18,0.137,0.429,0.268,-0.298,33.23%,437.0,1135.0,652.0,652.0,21.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,320.0,2.0,1.0,1.0,-2.0,2.0,5.0,-2.0,1.0,7.0,7.0,16.0,1.0,8.0,6.0,1.0,195.0,Dylan Wu,54783,744.0,57.0,79.0,59.0,140.0,116.0,54.0,55.0,59.0,59.0,74.0,24.0,25.0,55.0,68.0,145.0,-0.31,74.0,0.429,0.137,-0.298,56.265,2287.583,31654.0,108.0,1550.0,54.0,57.0,57.0,22.728,7.264,-15.787,9.537,9.537,9.537,23.759,14.22,3985.0,3985.0
1278.0,1314.0,2105.0,428.0,66.20%,58.92%,66.67%,1.602,"7' 5""",70.623,0.004,297.8,0.471,69.95,0.004,0.08,0.213,0.467,0.173,33.53%,658.0,1518.0,869.0,852.0,23.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,426.0,-9.0,-5.0,3.0,2.0,9.0,12.0,11.0,-5.0,2.0,0.0,-16.0,10.0,9.0,7.0,11.0,251.0,Tom Kim,55182,994.0,79.0,47.0,98.0,103.0,22.0,50.0,59.0,98.0,72.0,106.0,68.0,63.0,72.0,50.0,60.0,-0.31,106.0,0.213,0.08,0.173,50.114,3162.167,42294.0,142.0,2105.0,73.0,74.0,74.0,14.047,5.308,11.437,0.283,0.283,0.283,31.075,30.794,5176.0,5176.0
792.0,792.0,1266.0,285.0,58.42%,60.61%,62.50%,1.598,"7' 5""",71.952,-0.774,309.9,-0.586,71.0,-0.774,-0.008,-0.169,0.188,0.365,29.07%,354.0,883.0,495.0,495.0,22.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,297.0,0.0,-2.0,4.0,5.0,-11.0,-3.0,-5.0,-2.0,-14.0,-8.0,3.0,-11.0,-1.0,-13.0,6.0,180.0,Carl Yuan,55454,606.0,67.0,162.0,176.0,17.0,118.0,153.0,161.0,176.0,96.0,79.0,68.0,124.0,161.0,80.0,28.0,-0.26,79.0,-0.169,-0.008,0.365,44.75,2111.167,27270.0,88.0,1266.0,44.0,47.0,47.0,-6.927,-0.334,14.956,-31.738,-31.738,-31.738,-24.04,7.695,3337.0,3337.0
918.0,918.0,1477.0,292.0,65.11%,60.06%,65.90%,1.609,"7' 5""",71.719,0.035,296.7,-0.336,70.63,0.035,-0.092,-0.388,-0.371,0.109,29.47%,461.0,1074.0,605.0,605.0,23.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,313.0,1.0,12.0,1.0,-5.0,-5.0,-2.0,-4.0,12.0,-6.0,1.0,13.0,-5.0,3.0,-14.0,-15.0,188.0,Hayden Buckley,55708,708.0,99.0,157.0,92.0,116.0,30.0,138.0,141.0,92.0,121.0,88.0,68.0,154.0,100.0,143.0,80.0,-0.26,88.0,-0.388,-0.092,0.109,58.839,2170.417,30259.0,102.0,1477.0,51.0,54.0,54.0,-18.222,-4.337,5.104,1.656,1.656,1.656,-15.797,-17.454,3814.0,3814.0
702.0,702.0,1082.0,263.0,47.03%,64.03%,60.40%,1.541,"7' 3""",71.415,0.842,291.5,-0.253,70.33,0.842,0.193,-0.38,-1.095,-0.907,33.73%,253.0,735.0,424.0,424.0,23.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,278.0,0.0,0.0,-6.0,-3.0,-23.0,-13.0,-12.0,0.0,-19.0,-21.0,-28.0,-7.0,-3.0,-2.0,-4.0,178.0,Taylor Montgomery,55789,538.0,2.0,134.0,1.0,149.0,177.0,132.0,107.0,1.0,48.0,29.0,47.0,152.0,175.0,168.0,175.0,-0.31,29.0,-0.38,0.193,-0.907,46.824,1907.0,22735.0,78.0,1082.0,39.0,43.0,43.0,-14.07,7.128,-33.576,31.161,31.161,31.161,-9.343,-40.504,3024.0,3024.0
1152.0,1152.0,1847.0,340.0,57.48%,64.35%,68.84%,1.603,"7' 1""",70.624,0.3,307.1,0.539,69.57,0.3,0.165,-0.328,0.239,0.403,30.51%,507.0,1397.0,793.0,793.0,22.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,359.0,0.0,-11.0,-4.0,1.0,1.0,2.0,0.0,-11.0,3.0,5.0,-1.0,1.0,-1.0,3.0,2.0,231.0,Sam Stevens,55893,882.0,80.0,48.0,44.0,32.0,127.0,43.0,22.0,44.0,51.0,25.0,31.0,142.0,29.0,69.0,21.0,-0.28,25.0,-0.328,0.165,0.403,71.445,2398.417,39308.0,128.0,1847.0,64.0,68.0,68.0,-18.063,9.064,22.165,16.484,16.484,16.484,29.651,13.166,4731.0,4731.0
1188.0,1224.0,1944.0,389.0,65.11%,61.90%,66.41%,1.588,"7' 6""",70.162,0.382,298.7,1.141,69.72,0.382,-0.063,0.494,0.759,0.328,32.67%,599.0,1406.0,810.0,789.0,21.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,399.0,-5.0,2.0,-4.0,6.0,0.0,-6.0,-1.0,2.0,-3.0,0.0,-5.0,1.0,-12.0,1.0,-4.0,247.0,Akshay Bhatia,56630,920.0,42.0,12.0,27.0,94.0,30.0,10.0,37.0,27.0,113.0,53.0,76.0,17.0,82.0,20.0,40.0,-0.31,53.0,0.494,-0.063,0.328,30.207,2916.333,39432.0,132.0,1944.0,68.0,69.0,69.0,30.118,-3.847,20.019,23.314,23.314,23.314,69.605,46.289,4811.0,4811.0
1080.0,1152.0,1851.0,370.0,68.11%,54.74%,64.81%,1.607,"8' 7""",70.878,-0.288,298.1,0.299,70.48,-0.288,-0.211,0.473,0.587,0.343,29.97%,568.0,1293.0,736.0,700.0,23.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,380.0,6.0,-2.0,-1.0,0.0,1.0,-5.0,0.0,-2.0,-10.0,-3.0,-1.0,2.0,-7.0,-1.0,3.0,208.0,Austin Eckroat,57362,834.0,94.0,78.0,143.0,101.0,14.0,71.0,126.0,143.0,144.0,162.0,162.0,18.0,125.0,40.0,34.0,-0.3,162.0,0.473,-0.211,0.343,25.203,3161.25,35768.0,120.0,1851.0,64.0,64.0,64.0,26.943,-12.024,19.527,-16.44,-16.44,-16.44,17.018,33.459,4511.0,4511.0
1170.0,1242.0,1984.0,390.0,60.66%,57.99%,66.84%,1.597,"7' 11""",70.826,-0.224,306.5,0.428,70.31,-0.224,-0.063,0.288,0.652,0.427,33.58%,552.0,1444.0,825.0,782.0,24.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,388.0,-4.0,-7.0,-3.0,2.0,-5.0,-5.0,-2.0,-7.0,-3.0,-1.0,-6.0,-3.0,-6.0,3.0,-1.0,225.0,Cameron Young,57366,910.0,63.0,68.0,135.0,34.0,88.0,57.0,103.0,135.0,113.0,119.0,129.0,52.0,65.0,29.0,19.0,-0.31,119.0,0.288,-0.063,0.427,33.713,3071.833,39848.0,130.0,1984.0,69.0,65.0,65.0,17.255,-3.8,25.646,-13.459,-13.459,-13.459,25.654,39.115,4570.0,4570.0
954.0,954.0,1488.0,329.0,60.99%,63.35%,63.10%,1.56,"6' 11""",70.646,0.3,293.7,0.339,69.68,0.3,-0.021,0.293,0.038,-0.234,33.28%,444.0,1041.0,602.0,602.0,24.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,352.0,3.0,-4.0,-4.0,10.0,1.0,0.0,-4.0,-4.0,-7.0,9.0,-6.0,-12.0,-3.0,-4.0,3.0,223.0,Chandler Phillips,57900,728.0,11.0,50.0,44.0,132.0,83.0,64.0,30.0,44.0,100.0,32.0,20.0,50.0,153.0,94.0,140.0,-0.32,32.0,0.293,-0.021,-0.234,54.798,2264.75,31134.0,106.0,1488.0,53.0,57.0,57.0,14.644,-1.032,-11.697,15.022,15.022,15.022,16.938,1.916,3972.0,3972.0
1044.0,1044.0,1629.0,355.0,54.88%,62.50%,65.52%,1.56,"6' 4""",70.749,0.089,298.3,0.453,69.66,0.089,0.421,0.161,0.364,-0.218,34.26%,439.0,1181.0,684.0,684.0,20.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,360.0,3.0,5.0,11.0,-7.0,28.0,18.0,15.0,5.0,9.0,9.0,1.0,22.0,4.0,18.0,-8.0,225.0,Harry Hall,57975,800.0,11.0,58.0,79.0,97.0,151.0,53.0,27.0,79.0,7.0,46.0,1.0,74.0,109.0,60.0,138.0,-0.32,46.0,0.161,0.421,-0.218,66.679,2248.667,34599.0,116.0,1629.0,58.0,61.0,61.0,8.558,22.294,-11.558,4.703,4.703,4.703,23.998,19.294,4249.0,4249.0
1188.0,1260.0,2011.0,401.0,61.10%,61.10%,69.28%,1.596,"7' 1""",69.831,0.148,304.4,1.193,69.14,0.148,0.49,0.335,1.045,0.22,32.55%,556.0,1483.0,858.0,823.0,19.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,365.0,3.0,-7.0,-3.0,6.0,-2.0,-1.0,-1.0,-7.0,2.0,9.0,9.0,-17.0,-3.0,0.0,3.0,223.0,Davis Thompson,58168,910.0,60.0,5.0,68.0,48.0,82.0,9.0,5.0,68.0,3.0,70.0,31.0,41.0,19.0,13.0,54.0,-0.31,70.0,0.335,0.49,0.22,48.183,2845.75,40180.0,132.0,2011.0,70.0,70.0,70.0,20.441,29.868,13.442,9.021,9.021,9.021,72.773,63.752,4840.0,4840.0
918.0,918.0,1486.0,304.0,49.22%,60.00%,66.23%,1.619,"7' 6""",71.308,-0.027,313.3,-0.114,70.31,-0.027,0.219,-0.465,-0.088,0.158,30.48%,346.0,1079.0,608.0,608.0,23.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,310.0,-1.0,-23.0,0.0,-3.0,-12.0,-11.0,-4.0,-23.0,-3.0,-10.0,5.0,-2.0,-10.0,-3.0,-6.0,186.0,Chris Gotterup,59095,703.0,124.0,117.0,104.0,6.0,176.0,118.0,103.0,104.0,40.0,90.0,76.0,165.0,87.0,110.0,68.0,-0.28,90.0,-0.465,0.219,0.158,53.625,2280.0,31956.0,102.0,1486.0,51.0,54.0,54.0,-21.4,10.089,7.283,-1.235,-1.235,-1.235,-5.262,-4.027,3797.0,3797.0
900.0,900.0,1446.0,272.0,60.69%,62.33%,67.56%,1.607,"7' 1""",70.554,-0.011,301.6,0.731,69.66,-0.011,0.326,0.299,0.741,0.116,31.85%,420.0,1065.0,608.0,608.0,24.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,292.0,1.0,-6.0,6.0,21.0,6.0,16.0,-1.0,-6.0,4.0,8.0,21.0,2.0,4.0,16.0,7.0,182.0,Mac Meissner,59143,692.0,94.0,40.0,102.0,69.0,87.0,32.0,27.0,102.0,18.0,49.0,31.0,49.0,51.0,21.0,78.0,-0.3,49.0,0.299,0.326,0.116,47.351,1924.75,30157.0,100.0,1446.0,50.0,53.0,53.0,12.847,14.036,4.998,-0.455,-0.455,-0.455,31.429,31.884,3692.0,3692.0
900.0,900.0,1453.0,290.0,53.19%,62.70%,65.44%,1.614,"7' 7""",71.263,-0.154,303.9,-0.22,70.32,-0.154,-0.073,0.157,-0.066,-0.15,28.18%,367.0,1051.0,589.0,589.0,23.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,311.0,2.0,-10.0,0.0,-1.0,-16.0,-16.0,-22.0,-10.0,7.0,-2.0,11.0,-17.0,-4.0,-3.0,0.0,195.0,Parker Coody,59442,690.0,108.0,115.0,123.0,50.0,165.0,129.0,105.0,123.0,116.0,44.0,83.0,75.0,114.0,104.0,126.0,-0.26,44.0,0.157,-0.073,-0.15,49.947,2203.75,30089.0,99.0,1453.0,50.0,53.0,53.0,6.769,-3.158,-6.458,-6.614,-6.614,-6.614,-9.457,-2.845,3727.0,3727.0
900.0,900.0,1426.0,268.0,55.76%,58.33%,66.67%,1.584,"8' 1""",71.158,0.686,310.4,0.117,69.98,0.686,-0.211,-0.418,-0.569,0.06,33.95%,387.0,1038.0,600.0,600.0,20.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,300.0,3.0,7.0,7.0,0.0,31.0,31.0,16.0,7.0,16.0,35.0,13.0,0.0,-17.0,6.0,11.0,175.0,Pierceson Coody,59836,694.0,38.0,103.0,3.0,13.0,146.0,92.0,61.0,3.0,144.0,112.0,142.0,161.0,72.0,152.0,89.0,-0.33,112.0,-0.418,-0.211,0.06,62.357,2156.417,30727.0,99.0,1426.0,50.0,53.0,53.0,-17.157,-8.633,2.445,28.137,28.137,28.137,4.794,-23.343,3709.0,3709.0
918.0,918.0,1467.0,341.0,56.62%,53.22%,62.75%,1.598,"8' 0""",71.339,0.061,305.1,-0.333,70.64,0.061,-0.184,0.048,-0.393,-0.257,35.14%,402.0,996.0,576.0,576.0,21.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,342.0,0.0,-5.0,-2.0,-1.0,-2.0,-11.0,-1.0,-5.0,-1.0,-6.0,-6.0,-2.0,-3.0,-3.0,-2.0,182.0,Nick Dunlap,59866,710.0,67.0,121.0,85.0,43.0,141.0,137.0,143.0,85.0,140.0,172.0,138.0,91.0,156.0,146.0,143.0,-0.33,172.0,0.048,-0.184,-0.257,38.643,2718.917,31125.0,102.0,1467.0,51.0,55.0,55.0,2.299,-8.834,-12.351,2.924,2.924,2.924,-15.962,-18.885,3885.0,3885.0
828.0,828.0,1308.0,219.0,57.39%,63.12%,65.94%,1.58,"6' 7""",70.817,0.487,297.4,0.352,69.62,0.487,0.129,0.173,-0.135,-0.436,33.15%,365.0,949.0,546.0,546.0,23.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,282.0,3.0,2.0,2.0,4.0,-6.0,-1.0,-9.0,2.0,-12.0,-5.0,0.0,4.0,5.0,-6.0,-2.0,178.0,Jacob Bridgeman,60004,636.0,27.0,66.0,19.0,108.0,131.0,63.0,23.0,19.0,62.0,40.0,5.0,68.0,97.0,114.0,160.0,-0.32,40.0,0.173,0.129,-0.436,59.828,1440.5,27363.0,92.0,1308.0,46.0,50.0,50.0,6.387,4.773,-16.149,18.021,18.021,18.021,13.034,-4.987,3481.0,3481.0
720.0,720.0,1171.0,220.0,58.33%,56.15%,66.11%,1.626,"7' 7""",71.625,-0.626,303.1,-0.78,70.55,-0.626,0.124,-0.166,-0.154,-0.112,31.08%,322.0,842.0,476.0,476.0,25.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,244.0,-1.0,-9.0,4.0,6.0,-4.0,-7.0,-1.0,-9.0,-13.0,-3.0,11.0,4.0,-17.0,5.0,16.0,137.0,Joe Highsmith,60067,552.0,134.0,149.0,172.0,56.0,119.0,165.0,134.0,172.0,65.0,153.0,83.0,123.0,93.0,119.0,119.0,-0.3,153.0,-0.166,0.124,-0.112,47.484,1661.833,23943.0,79.0,1171.0,40.0,44.0,44.0,-5.477,4.083,-3.69,-20.669,-20.669,-20.669,-25.749,-5.082,3104.0,3104.0
